#C=8795,gamma=0.029,epsilon=819,train_percent=0.75
DATA,TARGET,T-12,T0-1,T m norm,P1,P2,P7,P8,P9,P10,P11,P14,P17,T1,T2,T7,T8,T9,T10,T11,T14,T17,E1
1/1/2013,5056.646,6630.595,806.198,6493.589,2067.359,1789.219,1756.994,1517.259,2484.167,2065.769,1942.440,1763.709,3734.507,293.114,294.492,294.497,296.023,294.564,293.564,293.092,293.279,296.713,6145.962
2/1/2013,6433.344,6458.659,369.619,7226.131,2116.817,1807.167,1858.005,1560.000,2299.456,1902.014,1987.696,1925.465,3566.159,292.929,294.294,294.336,295.867,294.546,293.456,292.966,293.116,296.744,6904.666
3/1/2013,6915.974,6589.123,829.786,7677.758,1985.026,1673.357,1774.579,1462.962,2097.041,1687.386,1894.820,1901.033,3428.639,293.081,294.437,294.491,296.033,294.600,293.527,293.031,293.194,296.680,7217.526
4/1/2013,6892.560,6165.936,886.550,7502.885,1833.444,1496.152,1649.735,1327.326,2142.625,1611.463,1911.684,1862.872,3549.923,293.013,294.386,294.443,296.004,294.351,293.428,292.904,293.190,296.328,7232.310
5/1/2013,6931.267,5305.392,759.456,7224.965,1773.975,1382.298,1546.343,1209.796,2250.653,1632.348,2094.864,1921.566,3626.710,293.027,294.463,294.497,296.090,294.735,293.607,293.131,293.261,296.922,6723.886
6/1/2013,6648.480,4981.306,1132.963,6893.030,1670.976,1306.183,1401.734,1118.960,2219.295,1627.131,2021.627,1753.912,3521.650,292.896,294.356,294.411,296.012,294.136,293.222,292.746,293.095,296.146,6610.358
7/1/2013,6708.528,4509.562,1078.272,6313.142,1766.336,1375.945,1394.656,1141.418,2614.308,1947.896,2143.299,1702.589,3948.790,293.021,294.484,294.509,296.104,294.074,293.276,292.768,293.150,295.992,5996.514
8/1/2013,5666.630,4147.978,1746.317,5581.344,1800.164,1387.126,1349.599,1118.467,2815.010,2110.649,2232.876,1659.539,4118.855,293.150,294.637,294.633,296.227,294.054,293.357,292.805,293.244,295.932,5601.472
9/1/2013,4925.146,3443.558,1312.416,5130.926,1752.263,1390.833,1279.768,1101.305,2849.872,2205.823,2068.350,1500.671,3993.512,293.180,294.685,294.638,296.241,294.063,293.370,292.823,293.256,296.064,5105.141
10/1/2013,5395.853,3550.176,863.136,5297.318,1799.391,1443.481,1295.117,1135.144,2892.683,2270.854,2081.135,1471.746,4087.450,293.252,294.761,294.716,296.324,294.188,293.459,292.940,293.344,296.266,5121.443
11/1/2013,5616.346,3560.890,798.163,5598.278,1854.940,1566.318,1400.680,1261.449,2672.095,2213.699,1886.219,1421.361,3670.743,293.214,294.678,294.627,296.197,294.299,293.480,292.992,293.300,296.472,5523.732
12/1/2013,6177.686,3651.610,850.176,5955.955,2130.576,1816.698,1738.170,1525.130,2749.829,2249.093,2063.514,1694.289,4040.757,293.218,294.636,294.625,296.159,294.492,293.580,293.086,293.348,296.692,5612.092
1/1/2014,6677.510,3978.374,1138.320,6493.589,2064.682,1799.428,1773.993,1530.729,2356.088,1999.437,1849.726,1726.565,3581.136,293.148,294.519,294.520,296.042,294.702,293.653,293.133,293.306,296.944,6237.064
2/1/2014,7746.192,4687.027,704.419,7226.131,2077.470,1814.912,1854.757,1577.032,2146.317,1827.051,1819.328,1844.596,3405.790,292.983,294.338,294.412,295.934,294.666,293.508,293.040,293.201,297.003,6934.936
3/1/2014,8618.918,5603.558,570.931,7677.758,2191.744,1852.436,1980.440,1627.672,2107.176,1733.184,1977.667,2047.858,3390.403,292.848,294.203,294.285,295.822,294.871,293.647,293.103,293.196,297.248,7632.562
4/1/2014,8171.539,6029.424,1333.843,7502.885,1767.784,1530.373,1661.812,1374.138,1756.758,1404.387,1538.200,1685.543,3067.581,293.053,294.437,294.487,296.069,294.704,293.632,293.055,293.250,296.886,7322.805
5/1/2014,8130.499,6133.104,1018.656,7224.965,1775.390,1429.858,1594.061,1261.328,2058.172,1548.418,1878.429,1864.176,3407.971,293.117,294.576,294.597,296.226,294.606,293.414,292.902,293.037,297.002,6695.272
6/1/2014,7685.798,5798.304,1411.517,6893.030,1698.741,1333.033,1439.795,1144.236,2156.254,1609.883,1938.204,1753.067,3493.625,293.111,294.576,294.604,296.231,294.503,293.503,292.982,293.241,296.651,6364.744
7/1/2014,6912.778,5570.208,1638.144,6313.142,1627.022,1282.842,1292.611,1061.178,2422.987,1803.242,1904.497,1562.391,3742.155,293.180,294.660,294.678,296.305,294.401,293.486,292.974,293.287,296.485,5944.170
8/1/2014,5664.643,4962.211,1773.101,5581.344,1577.362,1243.253,1183.976,994.417,2591.582,1932.990,1871.753,1397.508,3905.684,293.335,294.797,294.776,296.390,294.459,293.614,293.089,293.401,296.484,5228.165
9/1/2014,5026.579,4354.214,1443.658,5130.926,1601.017,1268.697,1161.232,998.283,2702.589,2067.423,1891.955,1357.415,3925.240,293.443,294.930,294.883,296.502,294.501,293.718,293.150,293.511,296.548,4646.096
10/1/2014,5002.560,4062.010,886.464,5297.318,1690.116,1373.180,1215.492,1076.184,2765.212,2199.214,1902.390,1346.244,3889.237,293.443,294.938,294.865,296.472,294.524,293.742,293.170,293.518,296.647,4725.337
11/1/2014,5002.128,4597.690,977.616,5598.278,1776.810,1508.972,1316.697,1192.336,2584.558,2155.359,1802.518,1344.362,3620.209,293.603,295.063,295.010,296.586,294.790,293.945,293.387,293.691,296.963,4714.364
12/1/2014,4975.430,4766.170,966.816,5955.955,1801.091,1584.471,1476.247,1328.661,2341.132,1982.631,1671.356,1429.347,3516.805,293.581,295.001,294.950,296.501,294.974,294.032,293.462,293.682,297.203,4910.529
1/1/2015,6054.307,5039.366,865.123,6493.589,1957.240,1703.253,1692.281,1458.235,2268.333,1897.944,1737.674,1679.892,3441.935,293.266,294.647,294.651,296.183,294.885,293.827,293.234,293.405,297.180,5807.176
2/1/2015,7082.813,5973.091,524.966,7226.131,1936.602,1715.199,1742.750,1489.078,1927.939,1661.882,1639.328,1710.703,3199.233,293.264,294.620,294.674,296.203,295.002,293.825,293.326,293.442,297.386,6272.529
3/1/2015,7586.957,7175.261,805.594,7677.758,1919.432,1679.265,1758.038,1482.457,1814.300,1534.099,1629.091,1741.345,3083.064,293.132,294.489,294.558,296.097,294.960,293.736,293.185,293.299,297.361,7147.211
4/1/2015,7395.840,7285.075,862.445,7502.885,1811.555,1553.144,1691.416,1399.173,1737.434,1409.011,1612.784,1762.721,3047.550,293.136,294.528,294.580,296.162,294.936,293.756,293.183,293.358,297.386,6903.289
5/1/2015,6932.909,7152.883,977.184,7224.965,1736.935,1455.423,1600.991,1309.479,1795.833,1392.276,1673.682,1721.556,3104.275,293.205,294.665,294.701,296.328,294.992,293.745,293.216,293.325,297.418,6464.356
6/1/2015,6653.750,6718.982,940.118,6893.030,1457.369,1179.703,1216.504,994.673,1926.983,1452.896,1557.073,1404.639,3185.470,293.256,294.752,294.779,296.444,294.805,293.723,293.142,293.379,297.144,5883.870
7/1/2015,5100.797,6047.654,1944.000,6313.142,1357.903,1084.372,1099.749,904.802,2062.068,1542.773,1520.883,1297.452,3332.965,293.634,295.126,295.122,296.774,295.022,294.029,293.458,293.721,297.226,5162.924
8/1/2015,3823.200,5139.677,1553.472,5581.344,1297.717,1033.323,941.456,803.764,2259.755,1720.343,1473.201,1103.616,3420.969,293.900,295.412,295.391,297.055,295.149,294.239,293.671,293.988,297.292,3906.671
9/1/2015,2901.830,4220.986,1309.738,5130.926,1226.964,991.746,872.784,770.333,2162.779,1678.275,1415.147,1024.383,3241.019,294.157,295.677,295.623,297.286,295.343,294.498,293.886,294.235,297.459,3065.569
10/1/2015,2967.062,4140.115,671.328,5297.318,1408.148,1153.864,990.941,895.904,2368.654,1885.294,1516.282,1077.537,3319.133,294.377,295.890,295.842,297.478,295.481,294.672,294.105,294.472,297.642,2670.210
11/1/2015,3497.386,4024.944,514.253,5598.278,1513.810,1281.215,1132.281,1030.433,2302.938,1886.001,1548.765,1172.747,3334.570,294.335,295.824,295.782,297.378,295.564,294.705,294.109,294.440,297.782,3026.487
12/1/2015,4127.414,4035.312,660.960,5955.955,1714.735,1500.679,1415.279,1264.831,2158.367,1820.161,1612.060,1409.765,3316.173,294.264,295.699,295.674,297.233,295.700,294.740,294.155,294.403,297.994,3319.730
1/1/2016,5312.304,4110.307,391.046,6493.589,1846.704,1586.622,1546.240,1345.412,2151.285,1786.894,1727.152,1583.726,3239.396,294.045,295.468,295.501,297.054,295.606,294.565,294.009,294.258,297.985,4038.614
2/1/2016,6860.419,5529.341,275.875,7226.131,1915.448,1642.583,1679.457,1425.056,1981.678,1663.055,1802.248,1779.417,3251.349,293.857,295.240,295.292,296.834,295.530,294.407,293.886,294.057,297.889,4917.233
3/1/2016,7481.808,6277.219,388.368,7677.758,1935.923,1633.060,1724.246,1435.052,1890.714,1549.802,1828.810,1831.574,3286.358,293.621,294.979,295.068,296.597,295.010,293.922,293.377,293.510,297.084,5944.943
4/1/2016,7766.496,6724.512,736.560,7502.885,1878.406,1542.238,1677.213,1360.642,1976.352,1546.278,1885.435,1880.532,3318.508,293.372,294.762,294.793,296.369,294.630,293.669,293.147,293.380,296.606,6343.466
5/1/2016,7520.083,6418.656,1044.576,7224.965,1713.400,1341.774,1484.901,1171.250,2103.508,1550.599,1989.130,1854.345,3432.266,293.243,294.683,294.708,296.314,295.333,294.183,293.688,293.842,297.547,6388.090
6/1/2016,7188.134,5992.790,1290.989,6893.030,1587.879,1208.403,1294.003,1024.928,2256.485,1617.132,1997.848,1656.505,3669.741,293.211,294.711,294.742,296.385,294.429,293.529,293.035,293.365,296.441,6116.915
7/1/2016,6442.502,4709.750,1575.936,6313.142,1588.615,1222.216,1223.956,1000.491,2492.167,1816.655,1992.517,1543.161,3915.221,293.323,294.814,294.816,296.447,294.432,293.603,293.083,293.442,296.373,5608.051
8/1/2016,6016.637,3547.325,1823.990,5581.344,1662.251,1290.167,1214.562,1019.608,2779.705,2077.485,2006.109,1458.663,4061.608,293.459,294.933,294.897,296.509,294.449,293.699,293.169,293.531,296.322,4989.270
9/1/2016,5597.165,2513.462,1009.757,5130.926,1834.988,1436.475,1334.431,1139.551,2946.378,2257.929,2173.284,1567.409,4144.257,293.368,294.869,294.838,296.437,294.248,293.561,293.003,293.448,296.219,4582.267
10/1/2016,6399.907,2230.502,1021.248,5297.318,1900.449,1522.563,1371.181,1201.726,2978.704,2360.317,2202.160,1565.686,4177.177,293.264,294.790,294.745,296.356,294.187,293.459,292.927,293.345,296.296,5152.262
11/1/2016,6975.504,2452.810,798.163,5598.278,1921.578,1618.284,1481.357,1333.891,2661.644,2217.254,1971.481,1510.616,3727.410,293.273,294.739,294.727,296.292,294.374,293.548,293.052,293.402,296.556,5391.080
12/1/2016,7899.379,2836.426,959.040,5955.955,2091.396,1821.214,1698.006,1529.283,2637.599,2243.437,1964.599,1623.494,3794.568,293.233,294.639,294.644,296.167,294.494,293.572,293.115,293.385,296.717,5649.870
